time, x, y, vx, vy
104.1, -59.7179, -58.4097, -2.65991, 2.39205
104.2, -59.9834, -58.17, -2.64972, 2.40193
104.3, -60.2479, -57.9294, -2.6395, 2.41177
104.4, -60.5113, -57.6877, -2.62924, 2.42156
104.5, -60.7737, -57.445, -2.61894, 2.43131
104.6, -61.0351, -57.2014, -2.60861, 2.441
104.7, -61.2954, -56.9568, -2.59824, 2.45064
104.8, -61.5548, -56.7113, -2.58784, 2.46023
104.9, -61.813, -56.4648, -2.5774, 2.46977
105, -62.0702, -56.2173, -2.56693, 2.47927
105.1, -62.3264, -55.9689, -2.55643, 2.48871
105.2, -62.5815, -55.7196, -2.54589, 2.4981
105.3, -62.8356, -55.4693, -2.53532, 2.50744
105.4, -63.0886, -55.2181, -2.52471, 2.51673
105.5, -63.3405, -54.966, -2.51408, 2.52598
105.6, -63.5914, -54.7129, -2.50341, 2.53517
105.7, -63.8412, -54.4589, -2.4927, 2.54431
105.8, -64.0899, -54.2041, -2.48197, 2.5534
105.9, -64.3376, -53.9483, -2.4712, 2.56244
106, -64.5842, -53.6916, -2.4604, 2.57142
106.1, -64.8297, -53.434, -2.44957, 2.58036
106.2, -65.0741, -53.1755, -2.43871, 2.58925
106.3, -65.3174, -52.9161, -2.42782, 2.59808
106.4, -65.5597, -52.6559, -2.4169, 2.60686
106.5, -65.8008, -52.3948, -2.40595, 2.6156
106.6, -66.0408, -52.1328, -2.39497, 2.62428
106.7, -66.2798, -51.8699, -2.38396, 2.63291
106.8, -66.5176, -51.6062, -2.37292, 2.64148
106.9, -66.7544, -51.3416, -2.36185, 2.65001
107, -66.99, -51.0762, -2.35075, 2.65848
107.1, -67.2245, -50.8099, -2.33963, 2.66691
107.2, -67.4579, -50.5428, -2.32847, 2.67528
107.3, -67.6902, -50.2749, -2.31729, 2.68359
107.4, -67.9214, -50.0061, -2.30608, 2.69186
107.5, -68.1514, -49.7365, -2.29485, 2.70007
107.6, -68.3804, -49.4661, -2.28358, 2.70824
107.7, -68.6082, -49.1948, -2.27229, 2.71635
107.8, -68.8348, -48.9228, -2.26097, 2.7244
107.9, -69.0604, -48.65, -2.24963, 2.73241
108, -69.2847, -48.3763, -2.23826, 2.74036
108.1, -69.508, -48.1019, -2.22687, 2.74826
108.2, -69.7301, -47.8267, -2.21545, 2.75611
108.3, -69.9511, -47.5507, -2.204, 2.76391
108.4, -70.1709, -47.2739, -2.19253, 2.77165
108.5, -70.3896, -46.9963, -2.18104, 2.77934
108.6, -70.6071, -46.718, -2.16952, 2.78698
108.7, -70.8235, -46.4389, -2.15798, 2.79456
108.8, -71.0387, -46.1591, -2.14641, 2.80209
108.9, -71.2528, -45.8785, -2.13482, 2.80957
109, -71.4657, -45.5972, -2.12321, 2.817
109.1, -71.6774, -45.3151, -2.11157, 2.82437
109.2, -71.888, -45.0323, -2.09991, 2.83169
109.3, -72.0974, -44.7488, -2.08823, 2.83896
109.4, -72.3056, -44.4645, -2.07653, 2.84617
109.5, -72.5127, -44.1795, -2.0648, 2.85333
109.6, -72.7186, -43.8939, -2.05305, 2.86044
109.7, -72.9233, -43.6075, -2.04129, 2.86749
109.8, -73.1269, -43.3204, -2.0295, 2.87449
109.9, -73.3292, -43.0326, -2.01769, 2.88144
110, -73.5304, -42.7441, -2.00586, 2.88834
110.1, -73.7304, -42.4549, -1.99401, 2.89518
110.2, -73.9292, -42.165, -1.98214, 2.90197
110.3, -74.1268, -41.8745, -1.97025, 2.9087
110.4, -74.3233, -41.5833, -1.95834, 2.91538
110.5, -74.5185, -41.2914, -1.94641, 2.92201
110.6, -74.7125, -40.9989, -1.93446, 2.92859
110.7, -74.9054, -40.7057, -1.92249, 2.93511
110.8, -75.097, -40.4119, -1.91051, 2.94158
110.9, -75.2875, -40.1174, -1.89851, 2.94799
111, -75.4767, -39.8223, -1.88649, 2.95435
111.1, -75.6648, -39.5265, -1.87445, 2.96066
111.2, -75.8516, -39.2301, -1.86239, 2.96692
111.3, -76.0373, -38.9331, -1.85032, 2.97312
111.4, -76.2217, -38.6355, -1.83823, 2.97926
111.5, -76.4049, -38.3373, -1.82613, 2.98536
111.6, -76.5869, -38.0384, -1.81401, 2.9914
111.7, -76.7677, -37.739, -1.80187, 2.99739
111.8, -76.9473, -37.439, -1.78972, 3.00332
111.9, -77.1257, -37.1383, -1.77755, 3.0092
112, -77.3028, -36.8371, -1.76536, 3.01503
112.1, -77.4787, -36.5353, -1.75316, 3.0208
112.2, -77.6534, -36.233, -1.74095, 3.02652
112.3, -77.8269, -35.93, -1.72872, 3.03219
112.4, -77.9992, -35.6265, -1.71648, 3.0378
112.5, -78.1702, -35.3225, -1.70422, 3.04336
112.6, -78.34, -35.0179, -1.69195, 3.04887
112.7, -78.5086, -34.7127, -1.67967, 3.05432
112.8, -78.676, -34.407, -1.66737, 3.05972
112.9, -78.8421, -34.1007, -1.65507, 3.06506
113, -79.007, -33.794, -1.64274, 3.07036
113.1, -79.1706, -33.4867, -1.63041, 3.0756
113.2, -79.3331, -33.1789, -1.61806, 3.08078
113.3, -79.4942, -32.8705, -1.6057, 3.08592
113.4, -79.6542, -32.5617, -1.59333, 3.091
113.5, -79.8129, -32.2523, -1.58095, 3.09602
113.6, -79.9704, -31.9425, -1.56856, 3.101
113.7, -80.1266, -31.6321, -1.55616, 3.10592
113.8, -80.2816, -31.3213, -1.54374, 3.11078
113.9, -80.4354, -31.01, -1.53132, 3.1156
114, -80.5879, -30.6982, -1.51888, 3.12036
114.1, -80.7391, -30.3859, -1.50644, 3.12506
114.2, -80.8892, -30.0732, -1.49399, 3.12972
114.3, -81.0379, -29.76, -1.48152, 3.13432
114.4, -81.1855, -29.4463, -1.46905, 3.13887
114.5, -81.3318, -29.1322, -1.45657, 3.14336
114.6, -81.4768, -28.8176, -1.44408, 3.14781
114.7, -81.6206, -28.5026, -1.43158, 3.15219
114.8, -81.7631, -28.1872, -1.41907, 3.15653
114.9, -81.9044, -27.8713, -1.40656, 3.16082
115, -82.0444, -27.555, -1.39403, 3.16505
115.1, -82.1832, -27.2383, -1.3815, 3.16922
115.2, -82.3207, -26.9212, -1.36896, 3.17335
115.3, -82.457, -26.6036, -1.35642, 3.17742
115.4, -82.592, -26.2857, -1.34387, 3.18144
115.5, -82.7258, -25.9673, -1.33131, 3.18541
115.6, -82.8583, -25.6486, -1.31874, 3.18933
115.7, -82.9895, -25.3295, -1.30617, 3.19319
115.8, -83.1195, -25.01, -1.2936, 3.197
115.9, -83.2482, -24.6901, -1.28101, 3.20076
116, -83.3757, -24.3698, -1.26843, 3.20447
116.1, -83.5019, -24.0492, -1.25583, 3.20812
116.2, -83.6269, -23.7282, -1.24324, 3.21172
116.3, -83.7506, -23.4068, -1.23063, 3.21527
116.4, -83.873, -23.0851, -1.21803, 3.21877
116.5, -83.9942, -22.7631, -1.20541, 3.22221
116.6, -84.1141, -22.4407, -1.1928, 3.22561
116.7, -84.2327, -22.118, -1.18018, 3.22895
116.8, -84.3501, -21.7949, -1.16756, 3.23224
116.9, -84.4662, -21.4715, -1.15493, 3.23547
117, -84.5811, -21.1478, -1.1423, 3.23866
117.1, -84.6947, -20.8238, -1.12967, 3.24179
117.2, -84.807, -20.4995, -1.11703, 3.24488
117.3, -84.9181, -20.1748, -1.1044, 3.24791
117.4, -85.0279, -19.8499, -1.09176, 3.25089
117.5, -85.1364, -19.5246, -1.07911, 3.25381
117.6, -85.2437, -19.1991, -1.06647, 3.25669
117.7, -85.3497, -18.8733, -1.05382, 3.25952
117.8, -85.4545, -18.5472, -1.04118, 3.26229
117.9, -85.558, -18.2208, -1.02853, 3.26501
118, -85.6602, -17.8942, -1.01588, 3.26769
118.1, -85.7612, -17.5673, -1.00323, 3.27031
118.2, -85.8608, -17.2401, -0.990577, 3.27288
118.3, -85.9593, -16.9127, -0.977925, 3.2754
118.4, -86.0564, -16.5851, -0.965274, 3.27786
118.5, -86.1523, -16.2572, -0.952623, 3.28028
118.6, -86.247, -15.929, -0.939971, 3.28265
118.7, -86.3403, -15.6006, -0.927321, 3.28496
118.8, -86.4324, -15.272, -0.91467, 3.28723
118.9, -86.5233, -14.9432, -0.902021, 3.28945
119, -86.6128, -14.6141, -0.889373, 3.29161
119.1, -86.7011, -14.2849, -0.876726, 3.29372
119.2, -86.7882, -13.9554, -0.86408, 3.29579
119.3, -86.8739, -13.6257, -0.851436, 3.2978
119.4, -86.9585, -13.2958, -0.838794, 3.29977
119.5, -87.0417, -12.9657, -0.826154, 3.30168
119.6, -87.1237, -12.6355, -0.813517, 3.30355
119.7, -87.2044, -12.305, -0.800881, 3.30536
119.8, -87.2839, -11.9744, -0.788249, 3.30713
119.9, -87.3621, -11.6436, -0.775619, 3.30884
120, -87.439, -11.3126, -0.762992, 3.31051
120.1, -87.5147, -10.9815, -0.750369, 3.31212
120.2, -87.5891, -10.6502, -0.737749, 3.31369
120.3, -87.6622, -10.3188, -0.725132, 3.31521
120.4, -87.7341, -9.98717, -0.712519, 3.31668
120.5, -87.8047, -9.65543, -0.699911, 3.3181
120.6, -87.8741, -9.32356, -0.687306, 3.31947
120.7, -87.9422, -8.99154, -0.674706, 3.32079
120.8, -88.009, -8.6594, -0.66211, 3.32206
120.9, -88.0746, -8.32713, -0.649519, 3.32329
121, -88.1389, -7.99474, -0.636933, 3.32446
121.1, -88.202, -7.66224, -0.624352, 3.32559
121.2, -88.2638, -7.32962, -0.611777, 3.32667
121.3, -88.3243, -6.9969, -0.599207, 3.3277
121.4, -88.3836, -6.66408, -0.586642, 3.32868
121.5, -88.4417, -6.33117, -0.574084, 3.32961
121.6, -88.4984, -5.99816, -0.561531, 3.3305
121.7, -88.554, -5.66507, -0.548985, 3.33133
121.8, -88.6082, -5.3319, -0.536445, 3.33212
121.9, -88.6613, -4.99864, -0.523911, 3.33286
122, -88.713, -4.66532, -0.511385, 3.33356
122.1, -88.7635, -4.33193, -0.498865, 3.3342
122.2, -88.8128, -3.99848, -0.486352, 3.3348
122.3, -88.8608, -3.66497, -0.473846, 3.33535
122.4, -88.9076, -3.33141, -0.461348, 3.33586
122.5, -88.9531, -2.9978, -0.448858, 3.33631
122.6, -88.9973, -2.66415, -0.436375, 3.33672
122.7, -89.0403, -2.33046, -0.4239, 3.33709
122.8, -89.0821, -1.99673, -0.411434, 3.3374
122.9, -89.1226, -1.66298, -0.398975, 3.33767
123, -89.1619, -1.3292, -0.386525, 3.33789
123.1, -89.1999, -0.995399, -0.374084, 3.33807
123.2, -89.2367, -0.661585, -0.361651, 3.3382
123.3, -89.2723, -0.32776, -0.349227, 3.33828
123.4, -89.3066, 0.00607104, -0.336813, 3.33831
123.5, -89.3396, 0.339903, -0.324407, 3.3383
123.6, -89.3715, 0.673732, -0.312012, 3.33825
123.7, -89.402, 1.00755, -0.299625, 3.33815
123.8, -89.4314, 1.34136, -0.287249, 3.338
123.9, -89.4595, 1.67515, -0.274882, 3.3378
124, -89.4864, 2.00892, -0.262525, 3.33756
124.1, -89.512, 2.34267, -0.250179, 3.33728
124.2, -89.5364, 2.67638, -0.237843, 3.33695
124.3, -89.5596, 3.01005, -0.225517, 3.33657
124.4, -89.5815, 3.34369, -0.213203, 3.33615
124.5, -89.6022, 3.67729, -0.200899, 3.33568
124.6, -89.6217, 4.01083, -0.188606, 3.33517
124.7, -89.6399, 4.34432, -0.176324, 3.33462
124.8, -89.6569, 4.67775, -0.164053, 3.33402
124.9, -89.6727, 5.01112, -0.151794, 3.33337
125, -89.6873, 5.34443, -0.139547, 3.33268
125.1, -89.7006, 5.67766, -0.127311, 3.33194
125.2, -89.7128, 6.01082, -0.115087, 3.33116
125.3, -89.7237, 6.34389, -0.102875, 3.33034
125.4, -89.7333, 6.67688, -0.0906753, 3.32947
125.5, -89.7418, 7.00979, -0.078488, 3.32856
125.6, -89.749, 7.3426, -0.0663131, 3.3276
125.7, -89.7551, 7.67531, -0.0541509, 3.32661
125.8, -89.7599, 8.00792, -0.0420014, 3.32556
125.9, -89.7635, 8.34042, -0.0298648, 3.32447
126, -89.7658, 8.67281, -0.0177412, 3.32334
126.1, -89.767, 9.00509, -0.00563086, 3.32217
126.2, -89.767, 9.33725, 0.0064662, 3.32095
126.3, -89.7657, 9.66928, 0.0185498, 3.31969
126.4, -89.7632, 10.0012, 0.0306198, 3.31839
126.5, -89.7596, 10.333, 0.0426761, 3.31704
126.6, -89.7547, 10.6646, 0.0547185, 3.31565
126.7, -89.7486, 10.9961, 0.0667468, 3.31422
126.8, -89.7414, 11.3274, 0.0787611, 3.31275
126.9, -89.7329, 11.6586, 0.0907611, 3.31123
127, -89.7232, 11.9897, 0.102747, 3.30967
127.1, -89.7123, 12.3206, 0.114718, 3.30807
127.2, -89.7003, 12.6513, 0.126674, 3.30642
127.3, -89.687, 12.9819, 0.138616, 3.30474
127.4, -89.6725, 13.3122, 0.150542, 3.30301
127.5, -89.6569, 13.6425, 0.162454, 3.30124
127.6, -89.6401, 13.9725, 0.17435, 3.29943
127.7, -89.622, 14.3023, 0.186231, 3.29758
127.8, -89.6028, 14.632, 0.198097, 3.29568
127.9, -89.5824, 14.9615, 0.209947, 3.29375
128, -89.5608, 15.2908, 0.221782, 3.29177
128.1, -89.5381, 15.6198, 0.2336, 3.28975
128.2, -89.5141, 15.9487, 0.245403, 3.28769
128.3, -89.489, 16.2774, 0.25719, 3.28559
128.4, -89.4627, 16.6058, 0.26896, 3.28345
128.5, -89.4352, 16.9341, 0.280714, 3.28127
128.6, -89.4065, 17.2621, 0.292452, 3.27905
128.7, -89.3767, 17.5899, 0.304173, 3.27679
128.8, -89.3457, 17.9174, 0.315878, 3.27449
128.9, -89.3135, 18.2448, 0.327566, 3.27214
129, -89.2802, 18.5719, 0.339237, 3.26976
129.1, -89.2457, 18.8987, 0.350891, 3.26734
129.2, -89.21, 19.2253, 0.362527, 3.26488
129.3, -89.1732, 19.5517, 0.374147, 3.26237
129.4, -89.1352, 19.8778, 0.385749, 3.25983
129.5, -89.096, 20.2037, 0.397334, 3.25725
129.6, -89.0557, 20.5293, 0.408901, 3.25463
129.7, -89.0142, 20.8546, 0.420451, 3.25197
129.8, -88.9716, 21.1797, 0.431983, 3.24927
129.9, -88.9278, 21.5044, 0.443496, 3.24654
130, -88.8829, 21.829, 0.454992, 3.24376
130.1, -88.8368, 22.1532, 0.46647, 3.24094
130.2, -88.7896, 22.4771, 0.477929, 3.23809
130.3, -88.7412, 22.8008, 0.489371, 3.2352
130.4, -88.6917, 23.1242, 0.500793, 3.23227
130.5, -88.6411, 23.4473, 0.512198, 3.2293
130.6, -88.5893, 23.77, 0.523583, 3.22629
130.7, -88.5364, 24.0925, 0.53495, 3.22324
130.8, -88.4823, 24.4147, 0.546298, 3.22016
130.9, -88.4271, 24.7366, 0.557627, 3.21704
131, -88.3708, 25.0581, 0.568937, 3.21388
131.1, -88.3133, 25.3793, 0.580228, 3.21069
131.2, -88.2547, 25.7002, 0.591499, 3.20745
131.3, -88.195, 26.0208, 0.602751, 3.20418
131.4, -88.1342, 26.3411, 0.613984, 3.20087
131.5, -88.0722, 26.661, 0.625197, 3.19753
131.6, -88.0091, 26.9806, 0.636391, 3.19415
131.7, -87.945, 27.2998, 0.647564, 3.19073
131.8, -87.8796, 27.6187, 0.658718, 3.18727
131.9, -87.8132, 27.9373, 0.669852, 3.18378
132, -87.7457, 28.2555, 0.680966, 3.18025
132.1, -87.677, 28.5733, 0.69206, 3.17669
132.2, -87.6073, 28.8908, 0.703133, 3.17308
132.3, -87.5364, 29.2079, 0.714187, 3.16945
132.4, -87.4644, 29.5247, 0.725219, 3.16577
132.5, -87.3913, 29.8411, 0.736232, 3.16206
132.6, -87.3172, 30.1571, 0.747224, 3.15832
132.7, -87.2419, 30.4728, 0.758195, 3.15454
132.8, -87.1655, 30.788, 0.769145, 3.15072
132.9, -87.0881, 31.1029, 0.780074, 3.14687
133, -87.0095, 31.4174, 0.790983, 3.14298
133.1, -86.9299, 31.7315, 0.80187, 3.13906
133.2, -86.8491, 32.0452, 0.812737, 3.1351
133.3, -86.7673, 32.3585, 0.823582, 3.13111
133.4, -86.6844, 32.6714, 0.834406, 3.12708
133.5, -86.6004, 32.9839, 0.845208, 3.12302
133.6, -86.5154, 33.296, 0.855989, 3.11893
133.7, -86.4292, 33.6077, 0.866749, 3.1148
133.8, -86.342, 33.919, 0.877487, 3.11063
133.9, -86.2537, 34.2299, 0.888203, 3.10643
134, -86.1644, 34.5403, 0.898897, 3.1022
134.1, -86.074, 34.8503, 0.90957, 3.09793
134.2, -85.9825, 35.1599, 0.92022, 3.09363
134.3, -85.8899, 35.469, 0.930849, 3.08929
134.4, -85.7963, 35.7777, 0.941455, 3.08493
134.5, -85.7016, 36.086, 0.952039, 3.08052
134.6, -85.6059, 36.3938, 0.962601, 3.07609
134.7, -85.5091, 36.7012, 0.973141, 3.07162
134.8, -85.4113, 37.0082, 0.983658, 3.06712
134.9, -85.3124, 37.3146, 0.994153, 3.06258
135, -85.2124, 37.6207, 1.00462, 3.05801
135.1, -85.1115, 37.9263, 1.01507, 3.05341
135.2, -85.0094, 38.2314, 1.0255, 3.04878
135.3, -84.9064, 38.536, 1.0359, 3.04411
135.4, -84.8022, 38.8402, 1.04629, 3.03942
135.5, -84.6971, 39.1439, 1.05664, 3.03469
135.6, -84.5909, 39.4471, 1.06698, 3.02992
135.7, -84.4837, 39.7499, 1.07729, 3.02513
135.8, -84.3755, 40.0521, 1.08758, 3.0203
135.9, -84.2662, 40.3539, 1.09785, 3.01544
136, -84.1559, 40.6552, 1.10809, 3.01055
136.1, -84.0446, 40.956, 1.11831, 3.00563
136.2, -83.9322, 41.2564, 1.1285, 3.00067
136.3, -83.8189, 41.5562, 1.13867, 2.99569
136.4, -83.7045, 41.8555, 1.14882, 2.99067
136.5, -83.5891, 42.1543, 1.15895, 2.98563
136.6, -83.4727, 42.4526, 1.16905, 2.98055
136.7, -83.3553, 42.7504, 1.17913, 2.97544
136.8, -83.2369, 43.0477, 1.18918, 2.9703
136.9, -83.1175, 43.3445, 1.19921, 2.96513
137, -82.997, 43.6407, 1.20922, 2.95992
137.1, -82.8756, 43.9365, 1.2192, 2.95469
137.2, -82.7532, 44.2317, 1.22916, 2.94943
137.3, -82.6298, 44.5264, 1.23909, 2.94414
137.4, -82.5054, 44.8205, 1.249, 2.93881
137.5, -82.38, 45.1141, 1.25888, 2.93346
137.6, -82.2536, 45.4072, 1.26874, 2.92808
137.7, -82.1262, 45.6997, 1.27858, 2.92267
137.8, -81.9979, 45.9917, 1.28839, 2.91722
137.9, -81.8686, 46.2832, 1.29818, 2.91175
138, -81.7383, 46.5741, 1.30794, 2.90625
138.1, -81.607, 46.8644, 1.31768, 2.90072
138.2, -81.4747, 47.1542, 1.32739, 2.89516
138.3, -81.3415, 47.4435, 1.33708, 2.88957
138.4, -81.2073, 47.7321, 1.34674, 2.88395
138.5, -81.0721, 48.0203, 1.35638, 2.87831
138.6, -80.936, 48.3078, 1.366, 2.87263
138.7, -80.7989, 48.5948, 1.37559, 2.86693
138.8, -80.6609, 48.8812, 1.38515, 2.8612
138.9, -80.5219, 49.167, 1.39469, 2.85543
139, -80.382, 49.4523, 1.4042, 2.84965
139.1, -80.2411, 49.7369, 1.41369, 2.84383
139.2, -80.0992, 50.021, 1.42316, 2.83798
139.3, -79.9564, 50.3045, 1.43259, 2.83211
139.4, -79.8127, 50.5875, 1.44201, 2.82621
139.5, -79.668, 50.8698, 1.45139, 2.82028
139.6, -79.5224, 51.1515, 1.46075, 2.81432
139.7, -79.3759, 51.4326, 1.47009, 2.80834
139.8, -79.2284, 51.7132, 1.4794, 2.80233
139.9, -79.08, 51.9931, 1.48869, 2.79629
140, -78.9307, 52.2724, 1.49795, 2.79022
140.1, -78.7804, 52.5512, 1.50718, 2.78413
140.2, -78.6292, 52.8293, 1.51639, 2.77801
140.3, -78.4771, 53.1068, 1.52557, 2.77186
140.4, -78.3241, 53.3836, 1.53473, 2.76569
140.5, -78.1702, 53.6599, 1.54386, 2.75949
140.6, -78.0154, 53.9355, 1.55296, 2.75326
140.7, -77.8596, 54.2105, 1.56204, 2.74701
140.8, -77.7029, 54.4849, 1.57109, 2.74073
140.9, -77.5454, 54.7587, 1.58012, 2.73442
141, -77.3869, 55.0318, 1.58912, 2.72809
141.1, -77.2276, 55.3043, 1.59809, 2.72173
141.2, -77.0673, 55.5762, 1.60704, 2.71535
141.3, -76.9062, 55.8474, 1.61596, 2.70894
141.4, -76.7441, 56.118, 1.62486, 2.70251
141.5, -76.5812, 56.3879, 1.63373, 2.69605
141.6, -76.4174, 56.6572, 1.64257, 2.68956
141.7, -76.2527, 56.9258, 1.65138, 2.68305
141.8, -76.0871, 57.1938, 1.66017, 2.67651
141.9, -75.9206, 57.4611, 1.66894, 2.66995
142, -75.7533, 57.7278, 1.67767, 2.66336
142.1, -75.5851, 57.9938, 1.68638, 2.65675
142.2, -75.416, 58.2591, 1.69507, 2.65012
142.3, -75.2461, 58.5238, 1.70372, 2.64346
142.4, -75.0753, 58.7878, 1.71235, 2.63677
142.5, -74.9036, 59.0511, 1.72096, 2.63006
142.6, -74.7311, 59.3138, 1.72953, 2.62333
142.7, -74.5577, 59.5758, 1.73808, 2.61657
142.8, -74.3835, 59.8371, 1.7466, 2.60979
142.9, -74.2084, 60.0978, 1.7551, 2.60298
143, -74.0325, 60.3577, 1.76357, 2.59615
143.1, -73.8557, 60.617, 1.77201, 2.5893
143.2, -73.6781, 60.8756, 1.78042, 2.58242
143.3, -73.4996, 61.1335, 1.78881, 2.57552
143.4, -73.3203, 61.3907, 1.79717, 2.56859
143.5, -73.1402, 61.6472, 1.8055, 2.56164
143.6, -72.9592, 61.903, 1.81381, 2.55467
143.7, -72.7774, 62.1581, 1.82209, 2.54768
143.8, -72.5948, 62.4126, 1.83034, 2.54066
143.9, -72.4113, 62.6663, 1.83857, 2.53362
144, -72.2271, 62.9193, 1.84676, 2.52655
144.1, -72.042, 63.1716, 1.85493, 2.51947
144.2, -71.8561, 63.4232, 1.86307, 2.51236
144.3, -71.6694, 63.674, 1.87119, 2.50523
144.4, -71.4818, 63.9242, 1.87928, 2.49807
144.5, -71.2935, 64.1737, 1.88734, 2.4909
144.6, -71.1044, 64.4224, 1.89537, 2.4837
144.7, -70.9144, 64.6704, 1.90337, 2.47648
144.8, -70.7237, 64.9177, 1.91135, 2.46923
144.9, -70.5322, 65.1642, 1.9193, 2.46197
145, -70.3398, 65.4101, 1.92722, 2.45468
145.1, -70.1467, 65.6552, 1.93512, 2.44737
145.2, -69.9528, 65.8996, 1.94298, 2.44004
145.3, -69.7581, 66.1432, 1.95082, 2.43269
145.4, -69.5626, 66.3861, 1.95863, 2.42532
145.5, -69.3664, 66.6283, 1.96642, 2.41792
145.6, -69.1694, 66.8697, 1.97417, 2.41051
145.7, -68.9716, 67.1104, 1.9819, 2.40307
145.8, -68.773, 67.3503, 1.9896, 2.39561
145.9, -68.5736, 67.5895, 1.99727, 2.38814
146, -68.3735, 67.8279, 2.00492, 2.38064
146.1, -68.1727, 68.0656, 2.01253, 2.37312
146.2, -67.971, 68.3025, 2.02012, 2.36558
146.3, -67.7686, 68.5387, 2.02768, 2.35801
146.4, -67.5655, 68.7741, 2.03521, 2.35043
146.5, -67.3616, 69.0088, 2.04272, 2.34283
146.6, -67.1569, 69.2427, 2.05019, 2.33521
146.7, -66.9516, 69.4759, 2.05764, 2.32757
146.8, -66.7454, 69.7082, 2.06506, 2.3199
146.9, -66.5385, 69.9398, 2.07245, 2.31222
147, -66.3309, 70.1707, 2.07981, 2.30452
147.1, -66.1226, 70.4007, 2.08715, 2.2968
147.2, -65.9135, 70.63, 2.09445, 2.28906
147.3, -65.7037, 70.8585, 2.10173, 2.28129
147.4, -65.4931, 71.0863, 2.10898, 2.27351
147.5, -65.2819, 71.3133, 2.1162, 2.26571
147.6, -65.0699, 71.5394, 2.1234, 2.25789
147.7, -64.8572, 71.7648, 2.13056, 2.25006
147.8, -64.6438, 71.9894, 2.1377, 2.2422
147.9, -64.4297, 72.2133, 2.14481, 2.23432
148, -64.2148, 72.4363, 2.15189, 2.22643
148.1, -63.9993, 72.6586, 2.15894, 2.21851
148.2, -63.783, 72.88, 2.16596, 2.21058
148.3, -63.5661, 73.1007, 2.17296, 2.20263
148.4, -63.3485, 73.3205, 2.17992, 2.19466
148.5, -63.1301, 73.5396, 2.18686, 2.18667
148.6, -62.9111, 73.7579, 2.19377, 2.17867
148.7, -62.6914, 73.9753, 2.20065, 2.17064
148.8, -62.471, 74.192, 2.2075, 2.1626
148.9, -62.2499, 74.4079, 2.21432, 2.15454
149, -62.0281, 74.6229, 2.22112, 2.14646
149.1, -61.8056, 74.8371, 2.22788, 2.13836
149.2, -61.5825, 75.0506, 2.23462, 2.13025
149.3, -61.3587, 75.2632, 2.24133, 2.12212
149.4, -61.1342, 75.475, 2.24801, 2.11397
149.5, -60.9091, 75.686, 2.25466, 2.1058
149.6, -60.6833, 75.8962, 2.26128, 2.09762
149.7, -60.4569, 76.1055, 2.26787, 2.08942
149.8, -60.2297, 76.314, 2.27444, 2.0812
149.9, -60.002, 76.5218, 2.28097, 2.07296
150, -59.7735, 76.7286, 2.28748, 2.06471
150.1, -59.5445, 76.9347, 2.29396, 2.05644
150.2, -59.3148, 77.1399, 2.3004, 2.04816
150.3, -59.0844, 77.3443, 2.30682, 2.03985
150.4, -58.8534, 77.5479, 2.31322, 2.03154
150.5, -58.6218, 77.7506, 2.31958, 2.0232
150.6, -58.3895, 77.9525, 2.32591, 2.01485
150.7, -58.1566, 78.1536, 2.33222, 2.00648
150.8, -57.923, 78.3538, 2.33849, 1.99809
150.9, -57.6889, 78.5532, 2.34474, 1.98969
151, -57.4541, 78.7518, 2.35095, 1.98128
151.1, -57.2187, 78.9495, 2.35714, 1.97284
151.2, -56.9827, 79.1463, 2.3633, 1.9644
151.3, -56.746, 79.3424, 2.36943, 1.95593
151.4, -56.5088, 79.5375, 2.37553, 1.94745
151.5, -56.2709, 79.7319, 2.38161, 1.93895
151.6, -56.0324, 79.9253, 2.38765, 1.93044
151.7, -55.7934, 80.1179, 2.39366, 1.92192
151.8, -55.5537, 80.3097, 2.39965, 1.91337
151.9, -55.3135, 80.5006, 2.4056, 1.90482
152, -55.0726, 80.6907, 2.41153, 1.89624
152.1, -54.8311, 80.8799, 2.41743, 1.88766
152.2, -54.5891, 81.0682, 2.42329, 1.87905
152.3, -54.3465, 81.2557, 2.42913, 1.87044
152.4, -54.1033, 81.4423, 2.43494, 1.86181
152.5, -53.8595, 81.628, 2.44072, 1.85316
152.6, -53.6151, 81.8129, 2.44647, 1.8445
152.7, -53.3702, 81.9969, 2.45219, 1.83582
152.8, -53.1247, 82.1801, 2.45789, 1.82713
152.9, -52.8786, 82.3624, 2.46355, 1.81843
153, -52.632, 82.5438, 2.46918, 1.80971
153.1, -52.3848, 82.7243, 2.47479, 1.80097
153.2, -52.137, 82.904, 2.48036, 1.79223
153.3, -51.8887, 83.0827, 2.48591, 1.78346
153.4, -51.6399, 83.2607, 2.49143, 1.77469
153.5, -51.3904, 83.4377, 2.49691, 1.7659
153.6, -51.1405, 83.6138, 2.50237, 1.7571
153.7, -50.89, 83.7891, 2.5078, 1.74828
153.8, -50.6389, 83.9635, 2.5132, 1.73945
153.9, -50.3873, 84.137, 2.51857, 1.73061
154, -50.1352, 84.3096, 2.52391, 1.72175
154.1, -49.8825, 84.4813, 2.52922, 1.71288
154.2, -49.6293, 84.6522, 2.5345, 1.704
154.3, -49.3756, 84.8221, 2.53976, 1.6951
154.4, -49.1214, 84.9912, 2.54498, 1.68619
154.5, -48.8666, 85.1594, 2.55017, 1.67727
154.6, -48.6114, 85.3267, 2.55533, 1.66833
